,Posted On,BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,house_floor,no_floor
1240,7/6/2022,2,79500,750,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Semi-Furnished,Family,2,Contact Agent,17,20
1241,7/6/2022,3,84500,889,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,7,27
1242,6/12/2022,2,100000,750,Carpet Area,"Hiranandani Atlantis, Hiranandani Gardens",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,14,27
1243,5/17/2022,1,13000,385,Carpet Area,"Aims Sea View, Indralok",Mumbai,Unfurnished,Family,1,Contact Agent,6,20
1244,6/16/2022,4,100000,1454,Carpet Area,"diamond garden, Chembur East",Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,5,7
1245,7/6/2022,1,35000,480,Carpet Area,Seven Bungalows,Mumbai,Semi-Furnished,Family,2,Contact Agent,1,7
1246,5/23/2022,2,72000,660,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,12,22
1247,6/22/2022,3,180000,1600,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,9,16
1248,7/6/2022,1,26000,434,Carpet Area,"Samarth Srishti, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,5,22
1249,5/31/2022,3,72000,1121,Carpet Area,"Hari Kunj II, Sindhi Society Chembur",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,7,14
1250,6/28/2022,1,8000,620,Super Area,Virar,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,6,8
1251,7/7/2022,3,130000,937,Carpet Area,"Runwal Elegante, Andheri West",Mumbai,Furnished,Family,2,Contact Agent,16,27
1252,6/12/2022,1,52000,470,Carpet Area,"Godrej The Trees, Vikhroli East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,6,7
1253,6/12/2022,1,13000,410,Carpet Area,Mira Road East,Mumbai,Unfurnished,Family,1,Contact Agent,2,7
1254,6/16/2022,3,45000,850,Carpet Area,Mulund West,Mumbai,Unfurnished,Family,3,Contact Agent,5,7
1255,7/9/2022,3,180000,1500,Carpet Area,"Purushottam Towers, Dadar West",Mumbai,Furnished,Bachelors/Family,4,Contact Agent,15,20
1256,7/9/2022,2,63000,888,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,12,20
1257,6/28/2022,1,7500,380,Carpet Area,sunanda circal,Mumbai,Unfurnished,Bachelors,2,Contact Owner,3,7
1258,7/6/2022,1,30000,360,Carpet Area,"Antop Hill, Wadala",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,4,20
1259,7/7/2022,1,28500,565,Super Area,Kandivali East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,1,8
1260,7/7/2022,3,100000,2000,Super Area,"Auris Serenity, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,25,50
1261,6/23/2022,4,270000,1358,Carpet Area,"Lodha Kiara, Worli Hill",Mumbai,Semi-Furnished,Family,4,Contact Agent,25,50
1262,7/9/2022,2,38000,661,Carpet Area,"Runwal Forests, Kanjurmarg West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,17,36
1263,7/6/2022,1,26000,450,Carpet Area,"Ratan Silicon Park, Jankalyan Nagar",Mumbai,Unfurnished,Family,2,Contact Agent,9,20
1264,5/14/2022,3,70000,1300,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,3,Contact Agent,6,30
1265,6/4/2022,2,41000,600,Carpet Area,"Vasant Oscar, Mulund West",Mumbai,Furnished,Family,2,Contact Agent,4,8
1266,4/27/2022,2,27000,900,Super Area,Mahatama Gandhi Road,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner,Ground,4
1267,6/30/2022,1,53000,379,Carpet Area,"Hiranandani Regent Hill, Powai",Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,21,23
1268,5/18/2022,2,65000,805,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Family,3,Contact Agent,8,58
1269,5/14/2022,1,85000,650,Super Area,Malabar Hill,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,3,8
1270,4/28/2022,1,6000,500,Super Area,Naigaon East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,8,10
1271,6/20/2022,1,43000,480,Carpet Area,Seven Bungalows,Mumbai,Furnished,Family,2,Contact Agent,5,7
1272,6/23/2022,2,65000,550,Super Area,"Dr Babasaheb Ambedkar Road, Mumbai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,7
1273,6/8/2022,3,280000,1600,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,5,12
1274,6/28/2022,3,98000,1400,Carpet Area,"Hubtown Sunmist, Chakala",Mumbai,Semi-Furnished,Family,2,Contact Agent,4,15
1275,6/15/2022,3,330000,1500,Carpet Area,"Indiabulls Blu, Worli",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,20,41
1276,7/9/2022,3,65000,1050,Carpet Area,"Alpine, Kandivali East",Mumbai,Unfurnished,Bachelors,3,Contact Agent,3,62
1277,7/6/2022,3,85000,920,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,Family,3,Contact Agent,4,13
1278,7/7/2022,1,40000,450,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,8,13
1279,7/7/2022,1,23000,440,Carpet Area,in Kandivali West,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,Ground,4
1280,5/10/2022,3,55000,932,Super Area,Ghatkopar West,Mumbai,Unfurnished,Bachelors/Family,3,Contact Owner,3,8
1281,4/27/2022,1,15000,270,Carpet Area,chakala andheri east,Mumbai,Unfurnished,Bachelors,2,Contact Owner,15,15
1282,6/30/2022,1,52000,379,Carpet Area,"Hiranandani Regent Hill, Powai",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,23,23
1283,5/26/2022,2,13000,582,Carpet Area,Lodha casa rio,Mumbai,Furnished,Family,2,Contact Owner,5,8
1284,6/28/2022,2,95000,800,Carpet Area,"Pali Hill Apartment, Pali Hill",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,6,8
1285,7/6/2022,1,25000,444,Carpet Area,"Srishti Solitaire, Bhandup Industrial Estate",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,7,17
1286,6/4/2022,1,21000,428,Carpet Area,"Godrej Tranquil, Lokhandwala Twp",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,12,21
1287,6/27/2022,5,360000,1880,Carpet Area,"Runwal Elegante, Andheri West",Mumbai,Furnished,Family,4,Contact Agent,11,27
1288,7/6/2022,2,60000,888,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,5,20
1289,5/31/2022,1,19000,490,Super Area,Bhandup East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,8
1290,6/16/2022,3,140000,937,Carpet Area,"Sheth Beaumonte, Sion Koliwada",Mumbai,Unfurnished,Family,4,Contact Agent,28,39
1291,5/13/2022,2,30000,710,Carpet Area,"Gokul Gagan, Thakur Village, Kandivali East",Mumbai,Unfurnished,Family,2,Contact Agent,12,21
1292,5/18/2022,4,130000,1617,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,15,58
1293,5/24/2022,2,80000,836,Carpet Area,"TATA Falcon Crest, Parel",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,6,23
1294,7/6/2022,2,85000,1200,Carpet Area,"Crescent Bay T3, Bhoiwada",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,36,45
1295,7/7/2022,2,65000,950,Carpet Area,"Vishnu Shivam Tower, Thakur Village, Kandivali East",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,9,28
1296,7/9/2022,1,33000,460,Carpet Area,"Conwood Astoria, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,10,25
1297,7/9/2022,1,36000,585,Super Area,"Odyssey Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,10,14
1298,6/12/2022,2,22000,550,Carpet Area,"Salasar Garden, Beverly Park",Mumbai,Furnished,Family,2,Contact Agent,2,7
1299,6/16/2022,1,17000,375,Carpet Area,"Royal Palms Diamond Isle Phase II, Aarey Milk Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,9,20
1300,6/3/2022,2,55000,700,Carpet Area,"Raj Legacy, Vikhroli West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,10,20
1301,7/9/2022,2,66000,750,Carpet Area,"Sundar Nagar, Kalina",Mumbai,Unfurnished,Family,2,Contact Agent,2,8
1302,7/9/2022,4,140000,2000,Carpet Area,"DB Woods, Gokuldham",Mumbai,Furnished,Family,4,Contact Agent,6,45
1303,7/6/2022,4,260000,2046,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,22,52
1304,6/28/2022,2,32000,750,Super Area,"Shree Sai Usha Complex, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,7
1305,6/27/2022,2,45000,730,Carpet Area,"Raheja Heights, Malad East",Mumbai,Unfurnished,Family,2,Contact Agent,5,17
1306,5/17/2022,2,50000,750,Carpet Area,"Hillcrest, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,10,20
1307,4/29/2022,1,18500,229,Super Area,Vile Parle,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,5,9
1308,6/29/2022,2,51000,910,Carpet Area,"Rivali Park, Borivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,10,19
1309,6/4/2022,4,140000,1648,Carpet Area,"Sheth Auris Serinity, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,21,58
1310,7/9/2022,3,80000,1100,Carpet Area,"Alpine Shapoorji Pallonji, Thakur Village, Kandivali East",Mumbai,Unfurnished,Family,3,Contact Agent,48,54
1311,6/26/2022,1,30000,560,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,Bachelors,2,Contact Agent,2,4
1312,6/30/2022,2,85000,850,Carpet Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,4,6
1313,6/16/2022,1,15000,450,Super Area,Dahisar East,Mumbai,Unfurnished,Family,1,Contact Owner,2,4
1314,5/31/2022,2,50000,820,Carpet Area,"Raheja Heights, BMC Colony Malad East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,7,28
1315,5/31/2022,2,60000,750,Carpet Area,"Tridhaatu Bhaveshwar Vilas, Central Avenue Road",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,10,20
1316,7/7/2022,1,23000,410,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,4,7
1317,5/2/2022,1,14500,490,Carpet Area,Ketki Pada,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,12,20
1318,6/30/2022,2,40000,700,Carpet Area,Collector Colony,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,11,15
1319,5/31/2022,5,650000,3000,Carpet Area,Khar West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,8,10
1320,5/23/2022,1,80000,560,Carpet Area,Waterfield Road,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,1,7
1321,7/7/2022,2,55000,650,Carpet Area,"White Lily Apartment, Bhandup East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,8,18
1322,5/31/2022,1,12000,520,Super Area,in Mira Road,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1323,7/9/2022,2,45000,850,Carpet Area,"Eco Residency, Andheri East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,9,12
1324,7/9/2022,2,90000,777,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,19,22
1325,7/6/2022,2,43000,771,Carpet Area,"Kalpataru Crest, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,15,37
1326,7/7/2022,1,22000,400,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,3,7
1327,6/26/2022,2,20000,600,Carpet Area,"Marigold-5, Beverly Park",Mumbai,Furnished,Family,2,Contact Agent,7,7
1328,7/4/2022,1,26000,390,Carpet Area,"Greenfields CHS, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,Upper Basement,7
1329,6/23/2022,4,850000,3200,Carpet Area,Breach Candy,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,2,4
1330,6/27/2022,1,34999,450,Carpet Area,"HDIL Premier Residences, Kurla West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,5,12
1331,6/4/2022,1,35000,500,Super Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,7,23
1332,5/13/2022,1,50000,410,Carpet Area,Dadar East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,6,12
1333,6/3/2022,1,16000,160,Carpet Area,Lal Baug,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1334,5/14/2022,2,55000,750,Carpet Area,Chandivali,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,10,14
1335,6/2/2022,1,39000,585,Super Area,"Chanchal Kalyan Complex, Yari Road",Mumbai,Unfurnished,Family,2,Contact Agent,3,7
1336,6/16/2022,3,100000,1300,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Family,3,Contact Agent,12,24
1337,6/10/2022,1,25000,350,Carpet Area,Ghatla,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,2,17
1338,5/5/2022,1,25000,490,Super Area,Kandivali East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,7
1339,7/6/2022,2,49500,650,Carpet Area,Juhu Versova Link Road,Mumbai,Unfurnished,Family,2,Contact Agent,5,16
1340,6/10/2022,1,21000,225,Carpet Area,Lower Parel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,6,24
1341,6/20/2022,2,110000,850,Carpet Area,Pali Hill,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,5,13
1342,7/7/2022,1,21000,385,Super Area,in Santacruz East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,5
1343,7/9/2022,2,46700,800,Carpet Area,"Milap CHS, Seven Bungalows",Mumbai,Unfurnished,Family,2,Contact Agent,2,7
1344,6/22/2022,4,400000,2500,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,5,12
1345,5/14/2022,4,280000,1526,Carpet Area,"Lodha Marquise, Worli",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,76,78
1346,5/27/2022,1,18000,300,Super Area,Kurla West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,3,10
1347,7/6/2022,3,80000,1800,Super Area,"Sabari Palm View, Chembur",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,10,13
1348,6/28/2022,2,88000,800,Carpet Area,"Kanakia Paris, Bandra Kurla Complex",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,5,20
1349,5/17/2022,3,90000,890,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Furnished,Family,2,Contact Agent,20,27
1350,5/18/2022,2,38000,700,Carpet Area,"Sky Villa, Gokuldham",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,14,23
1351,7/7/2022,1,20000,465,Super Area,in Borivali East,Mumbai,Semi-Furnished,Bachelors,1,Contact Owner,3,4
1352,6/20/2022,2,140000,900,Carpet Area,"Marathon Next Gen Era, Lower Parel",Mumbai,Furnished,Family,2,Contact Agent,8,36
1353,5/17/2022,3,78000,1073,Carpet Area,"Raheja Ridgewood, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,8,20
1354,5/23/2022,1,21000,450,Super Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,4,7
1355,6/27/2022,3,95000,1350,Carpet Area,"Rajesh Raj Classic, Yari Road",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,8,16
1356,6/30/2022,2,90000,800,Carpet Area,"Band Stand, Bandra Band Stand",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,5,8
1357,6/4/2022,2,34000,600,Carpet Area,"Shiv Dham Apartment, Goregaon East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,4,7
1358,6/30/2022,2,55000,650,Carpet Area,Sion Trombay Road,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,5,15
1359,5/18/2022,2,52000,550,Carpet Area,Dadar East,Mumbai,Furnished,Bachelors,2,Contact Agent,3,3
1360,6/20/2022,1,74999,840,Carpet Area,"Celestia Spaces, Balkrishna Dadu Karade Chowk",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,8,17
1361,5/18/2022,3,75000,1121,Carpet Area,"DB Woods, Gokuldham",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,30,45
1362,5/26/2022,2,45000,650,Carpet Area,"Swastik Pride, Chembur East",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,2,12
1363,6/16/2022,1,22000,575,Super Area,Kanjurmarg East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,14,14
1364,5/27/2022,1,32000,475,Super Area,Andheri East,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,3,4
1365,6/22/2022,2,34000,830,Carpet Area,"Indraprastha CHS, Bhayandar East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,9,21
1366,5/19/2022,3,170000,1337,Carpet Area,"Oberoi Splendor Grande, Agarkar Chowk",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,28,30
1367,5/13/2022,1,23000,420,Carpet Area,"Spring Leaf, Lokhandwala Twp",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,5,7
1368,6/21/2022,1,20000,310,Carpet Area,Malad West,Mumbai,Unfurnished,Bachelors,1,Contact Agent,Ground,7
1369,7/4/2022,3,350000,1800,Carpet Area,Khar West,Mumbai,Furnished,Family,4,Contact Agent,2,12
1370,7/6/2022,3,90000,967,Carpet Area,"Romell Aether, Goregaon East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,14,33
1371,6/30/2022,1,55000,505,Carpet Area,"Godrej The Trees, Vikhroli East",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,4,12
1372,6/23/2022,1,15000,275,Super Area,Borivali East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,3,7
1373,7/7/2022,2,22000,640,Carpet Area,Mahajan Wadi,Mumbai,Semi-Furnished,Family,2,Contact Agent,21,21
1374,6/13/2022,3,60000,1500,Carpet Area,Film City,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,10,23
1375,6/13/2022,2,49000,850,Carpet Area,"Lakshchandi Height, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,10,23
1376,5/20/2022,2,34000,900,Carpet Area,"Challenger Tower, Thakur Village, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,12,25
1377,5/18/2022,1,24000,430,Carpet Area,"Bhoomi Elegant, Thakur Complex",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,6,7
1378,7/7/2022,4,270000,1649,Carpet Area,"Adani Western Heights, Andheri West",Mumbai,Semi-Furnished,Family,3,Contact Agent,18,29
1379,5/11/2022,3,69000,1100,Carpet Area,Chandivali,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,12,24
1380,7/9/2022,3,120000,1200,Carpet Area,Worli,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,14,35
1381,6/17/2022,2,32000,680,Carpet Area,"Galassia, Kandarpada",Mumbai,Unfurnished,Family,2,Contact Agent,5,20
1382,5/25/2022,2,24000,600,Carpet Area,Charkop,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner,5,7
1383,6/7/2022,4,100000,1560,Carpet Area,"diamond garden, Chembur",Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,12,19
1384,5/27/2022,5,600000,4500,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,5,Contact Agent,7,20
1385,7/6/2022,2,45000,771,Carpet Area,"Kalpataru Crest, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,20,37
1386,7/9/2022,2,80000,800,Carpet Area,"Hiranandani Castle Rock, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,7,22
1387,6/27/2022,2,37000,800,Super Area,"Mayuresh Srishti, Bhandup West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,5,14
1388,6/16/2022,3,210000,1425,Carpet Area,"The Primordial House, Kemps Corner",Mumbai,Furnished,Bachelors,4,Contact Agent,9,35
1389,6/27/2022,4,190000,1750,Carpet Area,"Godrej The Trees, Pirojshah Nagar",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,5,17
1390,5/27/2022,1,25000,475,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,Bachelors,2,Contact Agent,11,15
1391,7/9/2022,4,210000,2000,Carpet Area,Vikhroli,Mumbai,Unfurnished,Bachelors,5,Contact Agent,27,27
1392,6/4/2022,3,200000,1375,Carpet Area,"Raheja Imperia, Worli",Mumbai,Semi-Furnished,Family,3,Contact Agent,15,60
1393,6/29/2022,5,310000,2800,Carpet Area,"MidCity Shikhar, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,19,33
1394,5/18/2022,1,26000,650,Super Area,Srinagarchs chembur west near sankralyammandir,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
1395,6/1/2022,2,27000,600,Carpet Area,"Royal Palms, Goregaon East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,18,20
1396,4/29/2022,1,26000,649,Super Area,"Uttam Society, Chembur",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,3,3
1397,6/29/2022,2,60000,950,Carpet Area,"Green Woods Chkala, Andheri East",Mumbai,Furnished,Bachelors,2,Contact Agent,2,8
1398,6/2/2022,1,12000,225,Carpet Area,Ashok Van,Mumbai,Unfurnished,Family,1,Contact Owner,7,7
1399,6/22/2022,2,180000,1000,Carpet Area,Malabar Hill,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,6,10
1400,7/9/2022,1,30000,330,Carpet Area,Malad East,Mumbai,Furnished,Family,1,Contact Agent,13,40
1401,6/25/2022,3,100000,1200,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,8,14
1402,6/23/2022,3,140000,1270,Carpet Area,"Lodha Azzuro , Parel",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,15,60
1403,5/17/2022,3,70000,920,Carpet Area,"Safal Twins, Chembur",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,14,21
1404,5/26/2022,2,20000,630,Carpet Area,"SK Imperial Heights, Mira Road East",Mumbai,Unfurnished,Family,2,Contact Agent,4,22
1405,5/28/2022,2,22000,670,Carpet Area,"Prathamesh Heritage, Beverly Park",Mumbai,Furnished,Family,2,Contact Agent,4,12
1406,6/4/2022,1,32000,450,Super Area,Andheri West,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,1,5
1407,4/28/2022,1,20000,265,Super Area,Mazgaon,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,6,7
1408,7/6/2022,2,50000,600,Carpet Area,"K Raheja Maple Leaf, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,9,11
1409,7/4/2022,2,29000,670,Carpet Area,Amar Nagar,Mumbai,Unfurnished,Family,2,Contact Owner,7,7
1410,7/6/2022,2,45000,650,Carpet Area,Chandivali,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,10,18
1411,6/2/2022,1,6500,422,Carpet Area,Nalasopara West,Mumbai,Semi-Furnished,Family,2,Contact Agent,9,15
1412,6/12/2022,2,55000,955,Carpet Area,"MJ Shah Centrio, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,8,22
1413,6/27/2022,3,69999,1100,Carpet Area,Kurla,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,6,13
1414,5/8/2022,1,18500,300,Carpet Area,JL Tambe Nagar,Mumbai,Unfurnished,Bachelors,1,Contact Owner,3,4
1415,6/30/2022,2,50000,900,Carpet Area,"Dheeraj Valley Tower, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,5,17
1416,6/28/2022,2,45000,785,Carpet Area,Chakala,Mumbai,Unfurnished,Bachelors,2,Contact Agent,2,7
1417,6/3/2022,3,85000,1350,Carpet Area,"HDIL Metropolis, 4 Bunglows",Mumbai,Furnished,Family,3,Contact Agent,20,31
1418,6/6/2022,2,85000,900,Carpet Area,"Ruparel Ariana, Parel",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,27,45
1419,6/27/2022,1,25000,400,Carpet Area,Worli,Mumbai,Unfurnished,Bachelors,1,Contact Agent,18,23
1420,5/27/2022,2,75000,800,Carpet Area,"Sethia Grandeur, Bandra East",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,19,20
1421,7/9/2022,2,190000,895,Carpet Area,"Indiabulls Blu, Worli",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,32,46
1422,6/27/2022,1,20000,625,Super Area,Dahisar East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,10,12
1423,6/23/2022,2,30000,720,Carpet Area,"Samarth Garden, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,5,14
